12766	51.3043192799871	0
12911	58.8575544929557	1
12912	57.2272944549472	1
13172	58.4898104965111	1
13173	65.5474843016188	1
13175	58.0793247221867	1
13177	53.6101789784015	1
13178	64.3291325583609	1
13179	56.111611968957	1
13183	58.9401492867118	1
13578	55.3807805462402	0
13581	60.7952879201008	0
13582	67.8775165982392	0
15668	49.3452565484788	0
15669	57.6257030719086	0
15670	47.0464846743786	0
15671	55.6802005674411	0
15672	49.8121973398999	0
15673	52.2438663606246	0
15674	52.3014895798639	0
15675	57.211588300568	1
16150	51.7132008309752	0
16292	56.7049789518322	0
16293	56.668516284754	1
20681	63.4399193120189	1
20683	55.2622690817324	1
20684	49.9862211501377	0
20685	56.0791725154998	1
20686	54.3593263976828	1
20687	55.080759297732	1
22609	58.67212918633	1
22615	53.4423146365806	0
22616	62.0969991226702	0
22617	54.3429410721582	0
22618	53.471760472416	1
22619	56.214954509041	0
22620	57.4419058860703	1
22622	57.525028693846	1
22623	53.953999366578	0
22624	56.4898733737434	1
22626	65.08458688946	.
22627	54.9913363088479	0
22630	51.8937210024503	0
22631	66.23605301158	1
22632	61.147621791188	1
22633	60.6411013596378	1
22634	57.9459756745815	0
22636	58.3374033545195	0
22637	59.1035616423074	1
22639	58.0534408258031	1
22641	62.4418244486302	.
22642	48.1969768533362	0
22643	59.0095077165209	0
27158	52.210168163315	0
27160	53.3042584385343	0
27161	60.0144497950706	1
27162	63.642716263051	1
27163	53.3794485214491	0
27165	54.7107237105128	0
27169	50.2721085367448	0
27172	55.353702727887	0
27174	54.8571317580711	1
27175	51.9078512975961	0
27177	67.9073373650328	1
27179	49.3300920263766	0
27180	60.8885561434275	0
27181	57.5550320104491	1
27182	51.1477876144171	0
2876_A	58.287305965794	1
2876_AA	62.9428535969304	1
2876_AB	62.4875099495971	1
2876_AC	59.124134872702	0
2876_AD	51.8935805160061	0
2876_AF	48.5031699233935	0
2876_AK	50.7979188068819	0
2876_AL	59.8671906736003	0
2876_AM	55.1247763862747	0
2876_AN	56.5159319545064	1
2876_AO	55.5040109706265	0
2876_AP	54.1876065187828	0
2876_AR	56.4804096628057	1
2876_AS	55.4384182538954	1
2876_AT	58.9769382335405	1
2876_AV	54.279949445846	0
2876_B	53.2227196553458	0
2876_C	63.2600433593359	1
2876_D	60.2284668773274	1
2876_E	69.6970424020816	1
2876_F	63.2124761446772	1
2876_H	53.9510992609162	1
2876_I	49.5472247711681	0
2876_J	52.2827147524034	1
2876_K	57.2911468381658	1
2876_L	55.0823272156474	1
2876_M	57.7599159948999	1
2876_N	62.049881383071	1
2876_O	67.06173418136	1
2876_P	58.6617373770757	.
2876_Q	56.4560747382941	1
2876_R	67.7969152251154	1
2876_S	56.0220312440463	0
2876_T	52.4710140345252	0
2876_U	56.8467721066652	0
2876_W	55.2752958533276	0
2876_X	53.4740992253018	0
2876_Y	60.8159735778593	1
2876_Z	52.8005341090892	0
3536_AE	53.976859837165	0
3536_W	62.7434642406112	1
3541_AB	64.0474923721771	1
3541_AF	63.5862550345378	0
3541_F	52.35053065187	0
3541_H	56.4287324626935	0
3541_L	61.8504723532497	1
3541_N	56.6951294269369	0
3541_Y	64.1203994380106	0
35516	49.6039496487224	0
35517	54.7839555186988	1
35518	55.6488370365231	0
35519	51.636206682383	0
3619_P	58.0136463480594	0
3968_AH	62.4810671217223	1
3968_AJ	55.8496129840339	0
